Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
2,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Black,17,Oct 14 - Oct 26,39.8,37.6,42.1,37.6 - 42.1,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Asian,17,Oct 14 - Oct 26,34.3,31.4,37.2,31.4 - 37.2,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Other,17,Oct 14 - Oct 26,48.3,45.1,51.4,45.1 - 51.4,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,17,Oct 14 - Oct 26,42.3,37.3,47.5,37.3 - 47.5,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,17,Oct 14 - Oct 26,37.1,35.5,38.9,35.5 - 38.9,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,17,Oct 14 - Oct 26,41.9,40.6,43.2,40.6 - 43.2,,,14-Oct
2,Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,17,Oct 14 - Oct 26,33.7,32.9,34.4,32.9 - 34.4,,,14-Oct
1,Depressive Disorder,By State,Alabama,Alabama,1,Apr 23 - May 5,18.6,14.6,23.1,14.6 - 23.1,16.5 - 20.7,AL,23-Apr
1,Anxiety Disorder,By State,Alabama,Alabama,1,Apr 23 - May 5,25.6,20.7,30.9,20.7 - 30.9,21.7 - 27.8,AL,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1,Apr 23 - May 5,30.3,24.8,36.2,24.8 - 36.2,25.6 - 33.3,AL,23-Apr
1,Depressive Disorder,By State,Alabama,Alabama,2,May 7 - May 12,22.5,16.4,29.5,16.4 - 29.5,20.7 - 23.0,AL,7-May
1,Anxiety Disorder,By State,Alabama,Alabama,2,May 7 - May 12,27.2,21.1,34.1,21.1 - 34.1,26.3 - 28.7,AL,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2,May 7 - May 12,30.6,24.1,37.7,24.1 - 37.7,30.6 - 33.4,AL,7-May
1,Depressive Disorder,By State,Alabama,Alabama,3,May 14 - May 19,19.6,15.6,24.2,15.6 - 24.2,18.1-20.7,AL,14-May
1,Anxiety Disorder,By State,Alabama,Alabama,3,May 14 - May 19,20.7,16.7,25.1,16.7 - 25.1,19.0-25.2,AL,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3,May 14 - May 19,25.2,20.5,30.3,20.5 - 30.3,23.8-29.7,AL,14-May
1,Depressive Disorder,By State,Alabama,Alabama,4,May 21 - May 26,20.9,16.4,26.1,16.4 - 26.1,17.2-20.9,AL,21-May
1,Anxiety Disorder,By State,Alabama,Alabama,4,May 21 - May 26,25.2,20.7,30.1,20.7 - 30.1,24.8-28.6,AL,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,4,May 21 - May 26,28.8,23.9,34,23.9 - 34.0,24.8-29.5,AL,21-May
1,Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,28.4,23.6,33.5,23.6 - 33.5,26.9-31.8,AL,28-May
1,Anxiety Disorder,By State,Alabama,Alabama,5,May 28 - June 2,31.6,27.2,36.3,27.2 - 36.3,29.7-31.7,AL,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,37.5,32.6,42.6,32.6 - 42.6,37.0-40.0,AL,28-May
1,Depressive Disorder,By State,Alabama,Alabama,6,June 4 - June 9,27.7,22.7,33.1,22.7 - 33.1,27.3-30.3,AL,4-Jun
1,Anxiety Disorder,By State,Alabama,Alabama,6,June 4 - June 9,33.7,29.4,38.2,29.4 - 38.2,32.8-36.3,AL,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,6,June 4 - June 9,36.9,32.2,41.9,32.2 - 41.9,34.8-37.6,AL,4-Jun
1,Depressive Disorder,By State,Alabama,Alabama,7,June 11 - June 16,26.7,21.3,32.7,21.3 - 32.7,24.0-26.7,AL,11-Jun
1,Anxiety Disorder,By State,Alabama,Alabama,7,June 11 - June 16,33.9,29.2,38.9,29.2 - 38.9,33.4-39.8,AL,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,7,June 11 - June 16,38.1,33.1,43.3,33.1 - 43.3,38.0-43.5,AL,11-Jun
1,Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,27.5,23.2,32.1,23.2 - 32.1,25.1-28.7,AL,18-Jun
1,Anxiety Disorder,By State,Alabama,Alabama,8,June 18 - June 23,33.7,28.5,39.2,28.5 - 39.2,33.4-41.3,AL,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,38,33.2,43,33.2 - 43.0,34.5-38.3,AL,18-Jun
1,Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,26.5,21.4,32,21.4 - 32.0,26.1-28.9,AL,25-Jun
1,Anxiety Disorder,By State,Alabama,Alabama,9,June 25 - June 30,28.7,24.4,33.3,24.4 - 33.3,25.1-29.4,AL,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,35.9,31.1,41,31.1 - 41.0,34.1-35.9,AL,25-Jun
1,Depressive Disorder,By State,Alabama,Alabama,10,July 2 - July 7,28.6,24.9,32.7,24.9 - 32.7,26.8-29.3,AL,2-Jul
1,Anxiety Disorder,By State,Alabama,Alabama,10,July 2 - July 7,34.4,30,39,30.0 - 39.0,33.0-35.3,AL,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,10,July 2 - July 7,39.6,36,43.3,36.0 - 43.3,38.1-40.6,AL,2-Jul
1,Depressive Disorder,By State,Alabama,Alabama,11,July 9 - July 14,30.4,26,35.1,26.0 - 35.1,27.3-30.7,AL,9-Jul
1,Anxiety Disorder,By State,Alabama,Alabama,11,July 9 - July 14,34.9,30.4,39.6,30.4 - 39.6,34.3-37.8,AL,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,11,July 9 - July 14,40.1,35.3,45,35.3 - 45.0,38.4-42.0,AL,9-Jul
1,Depressive Disorder,By State,Alabama,Alabama,12,July 16 - July 21,32.7,27.7,38,27.7 - 38.0,32.3-38.6,AL,16-Jul
1,Anxiety Disorder,By State,Alabama,Alabama,12,July 16 - July 21,39.9,35.2,44.7,35.2 - 44.7,38.5-45.4,AL,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,12,July 16 - July 21,43.3,38.6,48,38.6 - 48.0,40.6-43.5,AL,16-Jul
2,Depressive Disorder,By State,Alabama,Alabama,13,Aug 19 - Aug 31,27.7,24.1,31.6,24.1 - 31.6,25.8-28.3,AL,19-Aug
2,Anxiety Disorder,By State,Alabama,Alabama,13,Aug 19 - Aug 31,30.6,26.8,34.5,26.8 - 34.5,28.5-30.6,AL,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,13,Aug 19 - Aug 31,37.2,33.2,41.3,33.2 - 41.3,35.7-38.2,AL,19-Aug
2,Depressive Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,25.2,22.1,28.4,22.1 - 28.4,23.3-26.5,AL,2-Sep
2,Anxiety Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,33.7,30.1,37.5,30.1 - 37.5,33.5-36.9,AL,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,38.1,34.4,41.8,34.4 - 41.8,35.4-38.1,AL,2-Sep
2,Depressive Disorder,By State,Alabama,Alabama,15,Sep 16 - Sep 28,28.6,25.1,32.4,25.1 - 32.4,26.9-31.8,AL,16-Sep
2,Anxiety Disorder,By State,Alabama,Alabama,15,Sep 16 - Sep 28,30.8,27.1,34.7,27.1 - 34.7,29.3-31.5,AL,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,15,Sep 16 - Sep 28,37.2,33.4,41.2,33.4 - 41.2,36.3-38.4,AL,16-Sep
2,Depressive Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,25,20.9,29.4,20.9 - 29.4,24.5-26.0,AL,30-Sep
2,Anxiety Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,29.4,25.7,33.3,25.7 - 33.3,24.7-29.4,AL,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,33.6,29.6,37.8,29.6 - 37.8,27.8-34.3,AL,30-Sep
2,Depressive Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,27.7,23.6,32.2,23.6 - 32.2,27.4-33.4,AL,14-Oct
2,Anxiety Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,29.9,26.1,33.9,26.1 - 33.9,24.2-30.3,AL,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,36,32.1,40.1,32.1 - 40.1,35.5-37.1,AL,14-Oct
1,Depressive Disorder,By State,Alaska,Alaska,1,Apr 23 - May 5,19.2,16.8,21.8,16.8 - 21.8,16.5 - 20.7,AK,23-Apr
1,Anxiety Disorder,By State,Alaska,Alaska,1,Apr 23 - May 5,27.7,24.8,30.7,24.8 - 30.7,21.7 - 27.8,AK,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1,Apr 23 - May 5,31.5,28.8,34.4,28.8 - 34.4,25.6 - 33.3,AK,23-Apr
1,Depressive Disorder,By State,Alaska,Alaska,2,May 7 - May 12,25.1,20.3,30.4,20.3 - 30.4,23.1 - 25.6,AK,7-May
1,Anxiety Disorder,By State,Alaska,Alaska,2,May 7 - May 12,27.4,22.8,32.4,22.8 - 32.4,26.3 - 28.7,AK,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2,May 7 - May 12,35.7,30.9,40.8,30.9 - 40.8,33.5 - 36.0,AK,7-May
1,Depressive Disorder,By State,Alaska,Alaska,3,May 14 - May 19,23.6,19.5,28.2,19.5 - 28.2,23.3-25.6,AK,14-May
1,Anxiety Disorder,By State,Alaska,Alaska,3,May 14 - May 19,26.2,22,30.7,22.0 - 30.7,25.3-27.4,AK,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3,May 14 - May 19,32.7,27.8,37.9,27.8 - 37.9,32.6-34.9,AK,14-May
1,Depressive Disorder,By State,Alaska,Alaska,4,May 21 - May 26,26.8,22.6,31.3,22.6 - 31.3,25.9-31.1,AK,21-May
1,Anxiety Disorder,By State,Alaska,Alaska,4,May 21 - May 26,31.6,27,36.5,27.0 - 36.5,30.7-36.0,AK,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,4,May 21 - May 26,36.4,31.5,41.4,31.5 - 41.4,35.6-41.4,AK,21-May
1,Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,24.4,20.1,29.2,20.1 - 29.2,24.4-26.8,AK,28-May
1,Anxiety Disorder,By State,Alaska,Alaska,5,May 28 - June 2,26.1,21.6,31,21.6 - 31.0,18.4-26.7,AK,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,31.6,27.1,36.3,27.1 - 36.3,26.0-31.6,AK,28-May
1,Depressive Disorder,By State,Alaska,Alaska,6,June 4 - June 9,21.5,17.1,26.4,17.1 - 26.4,21.3-25.0,AK,4-Jun
1,Anxiety Disorder,By State,Alaska,Alaska,6,June 4 - June 9,26.2,21.3,31.6,21.3 - 31.6,20.2-26.4,AK,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,6,June 4 - June 9,35.2,30,40.7,30.0 - 40.7,34.8-37.6,AK,4-Jun
1,Depressive Disorder,By State,Alaska,Alaska,7,June 11 - June 16,23.5,19.5,27.9,19.5 - 27.9,21.8-23.9,AK,11-Jun
1,Anxiety Disorder,By State,Alaska,Alaska,7,June 11 - June 16,33.3,28.8,38,28.8 - 38.0,30.6-33.3,AK,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,7,June 11 - June 16,36.5,32.1,41.1,32.1 - 41.1,35.0-37.9,AK,11-Jun
1,Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,25.7,21.4,30.3,21.4 - 30.3,25.1-28.7,AK,18-Jun
1,Anxiety Disorder,By State,Alaska,Alaska,8,June 18 - June 23,31.8,27.3,36.5,27.3 - 36.5,30.9-33.3,AK,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,37.1,32.8,41.5,32.8 - 41.5,34.5-38.3,AK,18-Jun
1,Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,23.8,19.1,28.9,19.1 - 28.9,19.0-23.8,AK,25-Jun
1,Anxiety Disorder,By State,Alaska,Alaska,9,June 25 - June 30,32.5,28.5,36.7,28.5 - 36.7,32.3-34.7,AK,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,35.3,31.1,39.6,31.1 - 39.6,34.1-35.9,AK,25-Jun
1,Depressive Disorder,By State,Alaska,Alaska,10,July 2 - July 7,21.5,17.6,25.9,17.6 - 25.9,17.5-23.8,AK,2-Jul
1,Anxiety Disorder,By State,Alaska,Alaska,10,July 2 - July 7,27.3,22.2,32.8,22.2 - 32.8,25.7-31.3,AK,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,10,July 2 - July 7,32.9,28.4,37.7,28.4 - 37.7,30.9-34.8,AK,2-Jul
1,Depressive Disorder,By State,Alaska,Alaska,11,July 9 - July 14,27.4,22.6,32.5,22.6 - 32.5,27.3-30.7,AK,9-Jul
1,Anxiety Disorder,By State,Alaska,Alaska,11,July 9 - July 14,35.1,30.1,40.3,30.1 - 40.3,34.3-37.8,AK,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,11,July 9 - July 14,39.6,34.1,45.3,34.1 - 45.3,38.4-42.0,AK,9-Jul
1,Depressive Disorder,By State,Alaska,Alaska,12,July 16 - July 21,27.4,22.9,32.2,22.9 - 32.2,26.0-29.3,AK,16-Jul
1,Anxiety Disorder,By State,Alaska,Alaska,12,July 16 - July 21,33.8,29,38.8,29.0 - 38.8,32.3-35.5,AK,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,12,July 16 - July 21,38.8,34.1,43.7,34.1 - 43.7,37.2-40.5,AK,16-Jul
2,Depressive Disorder,By State,Alaska,Alaska,13,Aug 19 - Aug 31,22.2,19.3,25.2,19.3 - 25.2,21.0-23.8,AK,19-Aug
2,Anxiety Disorder,By State,Alaska,Alaska,13,Aug 19 - Aug 31,30.5,27.5,33.5,27.5 - 33.5,28.5-30.6,AK,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,13,Aug 19 - Aug 31,34.8,32,37.8,32.0 - 37.8,33.3-35.6,AK,19-Aug
2,Depressive Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,23.6,20.6,26.7,20.6 - 26.7,23.3-26.5,AK,2-Sep
2,Anxiety Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,28.4,25.7,31.2,25.7 - 31.2,22.2-29.0,AK,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,33.6,30.5,36.8,30.5 - 36.8,33.2-35.3,AK,2-Sep
2,Depressive Disorder,By State,Alaska,Alaska,15,Sep 16 - Sep 28,25.2,22.3,28.3,22.3 - 28.3,24.1-26.8,AK,16-Sep
2,Anxiety Disorder,By State,Alaska,Alaska,15,Sep 16 - Sep 28,29.9,27,32.9,27.0 - 32.9,29.3-31.5,AK,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,15,Sep 16 - Sep 28,35.5,32.7,38.5,32.7 - 38.5,33.4-36.2,AK,16-Sep
2,Depressive Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,27.1,24,30.4,24.0 - 30.4,26.1-31.5,AK,30-Sep
2,Anxiety Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,32.6,28.6,36.8,28.6 - 36.8,31.8-33.9,AK,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,37.4,33.5,41.3,33.5 - 41.3,36.7-38.8,AK,30-Sep
2,Depressive Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,25.7,22.4,29.2,22.4 - 29.2,25.3-27.3,AK,14-Oct
2,Anxiety Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,33,29.1,37,29.1 - 37.0,32.6-34.8,AK,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,38.5,34.4,42.8,34.4 - 42.8,37.2-39.6,AK,14-Oct
1,Depressive Disorder,By State,Arizona,Arizona,1,Apr 23 - May 5,22.4,19.4,25.5,19.4 - 25.5,22.2 - 24.0,AZ,23-Apr
1,Anxiety Disorder,By State,Arizona,Arizona,1,Apr 23 - May 5,32.3,28,36.8,28.0 - 36.8,31.7 - 37.0,AZ,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,Apr 23 - May 5,36.4,32.3,40.7,32.3 - 40.7,34.8 - 36.7,AZ,23-Apr
1,Depressive Disorder,By State,Arizona,Arizona,2,May 7 - May 12,25.3,19.7,31.7,19.7 - 31.7,23.1 - 25.6,AZ,7-May
1,Anxiety Disorder,By State,Arizona,Arizona,2,May 7 - May 12,34.2,29.2,39.4,29.2 - 39.4,31.6 - 38.3,AZ,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,May 7 - May 12,38.4,32.6,44.6,32.6 - 44.6,36.1 - 48.4,AZ,7-May
1,Depressive Disorder,By State,Arizona,Arizona,3,May 14 - May 19,20,16.3,24.2,16.3 - 24.2,18.1-20.7,AZ,14-May
1,Anxiety Disorder,By State,Arizona,Arizona,3,May 14 - May 19,29,25.1,33.2,25.1 - 33.2,28.9-36.1,AZ,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3,May 14 - May 19,32.1,28,36.3,28.0 - 36.3,29.8-32.5,AZ,14-May
1,Depressive Disorder,By State,Arizona,Arizona,4,May 21 - May 26,25.1,21.2,29.3,21.2 - 29.3,23.0-25.8,AZ,21-May
1,Anxiety Disorder,By State,Arizona,Arizona,4,May 21 - May 26,29.3,25.6,33.3,25.6 - 33.3,28.7-30.6,AZ,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,4,May 21 - May 26,35.5,31.3,39.8,31.3 - 39.8,33.2-35.5,AZ,21-May
1,Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,23.9,20.4,27.6,20.4 - 27.6,21.5-24.3,AZ,28-May
1,Anxiety Disorder,By State,Arizona,Arizona,5,May 28 - June 2,27.9,24.9,31.1,24.9 - 31.1,26.8-29.6,AZ,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,32.6,29.1,36.2,29.1 - 36.2,31.7-34.2,AZ,28-May
1,Depressive Disorder,By State,Arizona,Arizona,6,June 4 - June 9,26.5,23,30.2,23.0 - 30.2,25.1-27.2,AZ,4-Jun
1,Anxiety Disorder,By State,Arizona,Arizona,6,June 4 - June 9,30.8,27,34.7,27.0 - 34.7,29.9-32.7,AZ,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,6,June 4 - June 9,36.8,33.2,40.5,33.2 - 40.5,34.8-37.6,AZ,4-Jun
1,Depressive Disorder,By State,Arizona,Arizona,7,June 11 - June 16,25,20.3,30.1,20.3 - 30.1,24.0-26.7,AZ,11-Jun
1,Anxiety Disorder,By State,Arizona,Arizona,7,June 11 - June 16,25.6,21.5,29.9,21.5 - 29.9,22.7-27.3,AZ,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,7,June 11 - June 16,33.3,27.9,39,27.9 - 39.0,32.3-34.9,AZ,11-Jun
1,Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,28.9,26.3,31.5,26.3 - 31.5,28.8-35.6,AZ,18-Jun
1,Anxiety Disorder,By State,Arizona,Arizona,8,June 18 - June 23,34.7,32,37.5,32.0 - 37.5,33.4-41.3,AZ,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,40.1,37.2,42.9,37.2 - 42.9,38.4-46.8,AZ,18-Jun
1,Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,32.7,28.7,36.9,28.7 - 36.9,29.0-34.5,AZ,25-Jun
1,Anxiety Disorder,By State,Arizona,Arizona,9,June 25 - June 30,39.7,35.7,43.9,35.7 - 43.9,34.8-40.5,AZ,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,44.1,40.4,47.9,40.4 - 47.9,39.5-45.1,AZ,25-Jun
1,Depressive Disorder,By State,Arizona,Arizona,10,July 2 - July 7,31.3,27.2,35.7,27.2 - 35.7,29.4-34.6,AZ,2-Jul
1,Anxiety Disorder,By State,Arizona,Arizona,10,July 2 - July 7,36.6,32.8,40.5,32.8 - 40.5,35.4-40.6,AZ,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,10,July 2 - July 7,42.4,38,46.8,38.0 - 46.8,40.7-44.8,AZ,2-Jul
1,Depressive Disorder,By State,Arizona,Arizona,11,July 9 - July 14,33.9,29.5,38.6,29.5 - 38.6,30.8-36.1,AZ,9-Jul
1,Anxiety Disorder,By State,Arizona,Arizona,11,July 9 - July 14,39.9,35.3,44.6,35.3 - 44.6,37.9-42.8,AZ,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,11,July 9 - July 14,44.2,39.6,48.8,39.6 - 48.8,42.1-46.5,AZ,9-Jul
1,Depressive Disorder,By State,Arizona,Arizona,12,July 16 - July 21,34.3,29.9,38.9,29.9 - 38.9,32.3-38.6,AZ,16-Jul
1,Anxiety Disorder,By State,Arizona,Arizona,12,July 16 - July 21,41.3,36.9,45.9,36.9 - 45.9,38.5-45.4,AZ,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,12,July 16 - July 21,44.9,40.5,49.4,40.5 - 49.4,43.6-50.2,AZ,16-Jul
2,Depressive Disorder,By State,Arizona,Arizona,13,Aug 19 - Aug 31,26.4,23.5,29.4,23.5 - 29.4,25.8-28.3,AZ,19-Aug
2,Anxiety Disorder,By State,Arizona,Arizona,13,Aug 19 - Aug 31,30.4,27.6,33.4,27.6 - 33.4,28.5-30.6,AZ,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,13,Aug 19 - Aug 31,35.1,31.9,38.3,31.9 - 38.3,33.3-35.6,AZ,19-Aug
2,Depressive Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,26.5,23.4,29.7,23.4 - 29.7,23.3-26.5,AZ,2-Sep
2,Anxiety Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,33.4,30.5,36.3,30.5 - 36.3,31.2-33.4,AZ,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,39,36,42.2,36.0 - 42.2,38.2-41.7,AZ,2-Sep
2,Depressive Disorder,By State,Arizona,Arizona,15,Sep 16 - Sep 28,28.2,25.5,31,25.5 - 31.0,26.9-31.8,AZ,16-Sep
2,Anxiety Disorder,By State,Arizona,Arizona,15,Sep 16 - Sep 28,34.9,31.9,38.1,31.9 - 38.1,34.0-41.1,AZ,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,15,Sep 16 - Sep 28,39.3,36.3,42.3,36.3 - 42.3,38.5-47.6,AZ,16-Sep
2,Depressive Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,25,22.1,28,22.1 - 28.0,24.5-26.0,AZ,30-Sep
2,Anxiety Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,31.7,28.5,35.2,28.5 - 35.2,29.5-31.7,AZ,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,37.8,33.9,41.8,33.9 - 41.8,36.7-38.8,AZ,30-Sep
2,Depressive Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,30.8,26.3,35.5,26.3 - 35.5,27.4-33.4,AZ,14-Oct
2,Anxiety Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,35.1,31.1,39.3,31.1 - 39.3,34.9-39.5,AZ,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,39.8,35.3,44.5,35.3 - 44.5,39.7-46.3,AZ,14-Oct
1,Depressive Disorder,By State,Arkansas,Arkansas,1,Apr 23 - May 5,26.6,22.3,31.3,22.3 - 31.3,24.1 - 28.7,AR,23-Apr
1,Anxiety Disorder,By State,Arkansas,Arkansas,1,Apr 23 - May 5,33.7,28.2,39.6,28.2 - 39.6,31.7 - 37.0,AR,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,Apr 23 - May 5,38,33.1,43.1,33.1 - 43.1,36.8 - 41.4,AR,23-Apr
1,Depressive Disorder,By State,Arkansas,Arkansas,2,May 7 - May 12,24.5,19.2,30.5,19.2 - 30.5,23.1 - 25.6,AR,7-May
1,Anxiety Disorder,By State,Arkansas,Arkansas,2,May 7 - May 12,29.1,23.4,35.3,23.4 - 35.3,28.8 - 31.5,AR,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,May 7 - May 12,33,27.2,39.4,27.2 - 39.4,30.6 - 33.4,AR,7-May
1,Depressive Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,28.9,24.4,33.6,24.4 - 33.6,25.7-36.4,AR,14-May
1,Anxiety Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,28.7,24.7,32.9,24.7 - 32.9,27.5-28.8,AR,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,35.2,30.9,39.7,30.9 - 39.7,35.0-44.3,AR,14-May
1,Depressive Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,23.8,19.6,28.4,19.6 - 28.4,23.0-25.8,AR,21-May
1,Anxiety Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,28.6,23.1,34.5,23.1 - 34.5,24.8-28.6,AR,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,33.8,28.4,39.6,28.4 - 39.6,33.2-35.5,AR,21-May
1,Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,28.9,24.9,33.1,24.9 - 33.1,26.9-31.8,AR,28-May
1,Anxiety Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,35.3,30.9,39.9,30.9 - 39.9,31.8-37.1,AR,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,39,34.8,43.4,34.8 - 43.4,37.0-40.0,AR,28-May
1,Depressive Disorder,By State,Arkansas,Arkansas,6,June 4 - June 9,26.5,21.9,31.4,21.9 - 31.4,25.1-27.2,AR,4-Jun
1,Anxiety Disorder,By State,Arkansas,Arkansas,6,June 4 - June 9,31.6,25.8,38,25.8 - 38.0,29.9-32.7,AR,4-Jun
